0,34,85,5,2
1,45,51,4,4
2,87,91,1,5
3,75,14,5,3
4,74,40,2,4
5,85,61,4,1
6,32,17,3,5
7,47,8,2,0
8,61,17,3,3
9,68,2,1,4
10,76,19,3,2
11,1,56,4,5
12,82,46,3,2
13,61,95,4,3
14,47,11,3,4
15,57,44,0,1
16,51,74,1,0
17,97,6,1,0
18,75,78,4,0
19,13,24,5,3
20,39,87,0,4
21,15,5,0,4
22,24,51,1,2
23,91,32,3,5
24,97,34,0,3
25,59,50,2,0
26,86,65,3,2
27,72,84,5,2
28,55,9,0,3
29,87,89,4,3
30,77,63,0,2
31,79,63,5,2
32,96,28,1,3
33,75,0,4,0
34,1,42,5,3
35,36,95,4,4
36,94,32,4,0
37,26,87,0,1
38,32,47,0,5
39,84,83,5,1
40,10,48,0,5
41,34,54,5,0
42,76,46,5,1
43,27,80,5,5
44,97,46,0,0
45,52,63,5,2
46,44,77,5,5
47,85,38,4,2
48,19,21,1,0
49,88,43,2,2
50,54,4,1,3
51,76,5,4,1
52,74,19,1,5
53,8,32,0,4
54,16,52,2,2
55,39,87,0,2
56,60,41,3,3
57,73,81,3,2
58,80,10,5,2
59,74,28,2,1
60,57,23,3,0
61,95,34,1,3
62,87,55,2,5
63,92,38,0,2
64,100,35,2,5
65,5,19,3,1
66,80,83,4,2
67,5,69,0,4
68,10,24,4,3
69,84,11,5,5
70,48,85,0,3
71,38,89,3,4
72,24,98,3,4
73,87,14,5,2
74,71,35,3,3
75,78,96,0,3
76,45,19,2,0
77,77,52,0,5
78,80,16,0,2
79,81,49,3,2
80,55,100,4,3
81,77,6,4,0
82,99,40,3,4
83,88,34,4,2
84,74,79,0,4
85,53,11,2,1
86,96,39,0,2
87,71,65,0,4
88,45,51,1,4
89,20,38,4,2
90,72,82,3,5
91,46,19,4,1
92,81,53,2,3
93,94,51,3,5
94,90,84,1,1
95,23,51,4,1
96,59,98,1,3
97,77,30,3,3
98,6,27,1,2
99,49,9,2,4
100,64,82,0,5
101,7,16,2,1
102,57,37,4,3
103,21,57,0,1
104,40,71,1,4
105,39,67,2,5
106,79,29,4,5
107,43,58,5,5
108,55,5,4,1
109,88,64,5,0
110,88,74,2,5
111,78,95,2,3
112,87,63,0,4
113,42,58,1,2
114,4,42,1,0
115,49,31,5,4
116,78,89,0,0
117,22,94,5,0
118,51,58,4,3
119,86,25,3,3
120,69,71,5,4
121,59,19,0,1
122,10,32,3,0
123,46,47,5,1
124,68,13,1,1
125,76,29,4,2
126,40,3,3,3
127,38,70,1,0
128,75,12,3,0
129,81,49,1,4
130,36,64,5,5
131,81,23,2,5
132,17,83,4,0
133,63,78,2,4
134,0,60,0,5
135,83,24,5,5
136,8,44,5,5
137,49,89,3,1
138,77,65,1,2
139,23,66,4,5
140,27,93,0,2
141,16,24,0,0
142,57,23,3,3
143,52,12,3,4
144,3,17,5,5
145,67,61,1,0
146,53,95,3,0
147,62,78,1,4
148,50,54,1,5
149,55,45,0,1
150,36,10,0,1
151,95,98,4,0
152,8,21,2,0
153,32,36,1,0
154,9,78,5,0
155,91,52,2,2
156,48,27,5,5
157,63,0,4,0
158,88,85,5,1
159,12,37,5,2
160,5,62,2,5
161,64,60,5,4
162,87,94,1,5
163,66,50,3,5
164,100,38,0,2
165,83,98,3,4
166,72,21,1,4
167,24,38,3,4
168,60,28,4,2
169,62,56,5,4
170,59,96,2,0
171,60,30,3,2
172,25,33,3,0
173,25,29,1,2
174,38,73,5,3
175,35,77,0,2
176,13,76,1,3
177,11,97,5,3
178,35,45,1,5
179,94,52,4,2
180,69,87,1,4
181,9,25,5,0
182,85,27,4,5
183,47,25,1,2
184,85,43,5,3
185,98,93,5,4
186,78,81,2,4
187,88,96,4,5
188,85,78,5,3
189,80,1,2,2
190,56,2,4,4
191,79,67,3,4
192,49,76,4,3
193,61,5,0,0
194,87,41,3,3
195,89,29,5,0
196,35,92,5,5
197,11,96,0,3
198,62,77,4,4
199,33,25,5,0
200,81,52,5,0
201,17,98,1,1
202,33,63,1,2
203,98,21,2,3
204,18,38,3,0
205,68,91,0,1
206,99,6,4,4
207,13,85,4,0
208,43,72,5,3
209,56,27,4,1
210,55,93,5,1
211,51,21,4,0
212,94,20,5,5
213,65,89,5,0
214,6,93,4,3
215,52,44,1,1
216,74,67,0,0
217,19,63,0,5
218,51,63,1,0
219,52,52,5,0
220,37,83,4,3
221,6,42,1,0
222,69,66,1,3
223,24,50,3,2
224,20,16,2,5
225,52,37,0,0
226,95,79,2,0
227,80,13,5,2
228,39,46,1,1
229,33,49,5,1
230,55,89,1,2
231,39,99,2,4
232,11,48,4,2
233,68,78,2,3
234,7,93,3,1
235,13,36,0,2
236,57,81,0,1
237,36,100,3,2
238,59,29,2,3
239,38,8,3,2
240,80,69,4,3
241,1,46,4,2
242,62,44,5,5
243,53,54,0,3
244,94,40,1,1
245,96,34,4,4
246,11,13,1,4
247,14,29,4,1
248,67,100,4,1
249,74,67,0,2
250,21,55,2,1
251,58,97,1,1
252,13,57,1,2
253,73,19,1,3
254,72,80,4,2
255,26,43,0,0
256,33,93,0,3
257,46,90,2,0
258,94,54,5,4
259,95,55,4,2
260,89,93,5,2
261,32,53,0,1
262,47,80,3,5
263,86,70,5,5
264,99,57,4,1
265,42,48,4,4
266,9,3,4,5
267,56,54,2,5
268,29,77,2,0
269,63,49,0,0
270,67,90,0,1
271,40,9,0,4
272,64,3,4,0
273,7,18,3,2
274,1,3,5,5
275,19,36,1,5
276,11,15,2,3
277,83,67,5,2
278,13,75,3,3
279,83,3,5,3
280,33,68,3,5
281,48,30,0,3
282,44,88,1,5
283,60,16,5,2
284,21,10,4,2
285,29,89,0,2
286,4,88,5,3
287,75,95,0,4
288,93,51,0,5
289,44,10,0,5
290,0,26,3,3
291,8,36,4,5
292,37,81,5,3
293,91,93,1,5
294,81,6,1,2
295,96,53,2,4
296,2,0,1,4
297,87,15,0,5
298,1,24,2,3
299,17,32,2,5
300,7,96,2,4
301,97,13,5,4
302,69,94,3,0
303,58,9,2,4
304,68,47,5,0
305,12,97,4,4
306,43,49,4,3
307,11,82,2,4
308,38,57,0,0
309,97,13,3,3
310,100,73,5,3
311,55,9,0,2
312,69,67,0,4
313,47,81,2,2
314,24,73,5,1
315,61,38,2,2
316,86,15,2,2
317,83,28,5,3
318,19,76,1,4
319,78,72,2,1
320,65,41,2,4
321,81,2,4,4
322,88,66,4,5
323,78,28,4,1
324,24,36,0,2
325,51,26,0,2
326,20,43,4,2
327,51,37,4,1
328,45,50,0,5
329,51,38,4,3
330,94,20,1,2
331,100,90,5,3
332,35,9,3,1
333,78,2,1,0
334,47,93,4,5
335,72,71,5,1
336,26,95,5,1
337,14,12,1,4
338,100,23,1,4
339,53,50,3,3
340,13,88,4,1
341,29,92,4,2
342,76,81,4,5
343,22,56,2,1
344,63,5,1,3
345,44,40,4,0
346,61,91,2,4
347,28,2,1,0
348,31,6,4,1
349,47,56,5,5
350,53,32,5,1
351,41,35,1,4
352,87,65,3,4
353,56,22,1,2
354,65,17,1,2
355,74,29,4,4
356,62,49,4,4
357,89,48,1,1
358,9,20,4,2
359,33,90,3,3
360,75,9,5,4
361,50,92,5,3
362,8,44,5,2
363,89,42,2,0
364,70,37,3,1
365,20,20,1,1
366,48,26,1,5
367,56,3,4,4
368,79,48,2,3
369,59,98,3,5
370,83,47,1,1
371,31,72,5,4
372,98,61,3,2
373,66,97,3,4
374,86,66,0,0
375,35,12,2,1
376,4,61,0,5
377,33,82,0,0
378,37,96,5,2
379,61,26,3,4
380,46,1,0,3
381,77,99,4,3
382,22,53,2,0
383,56,4,1,1
384,67,58,2,4
385,10,36,0,4
386,18,16,0,3
387,100,49,3,5
388,75,35,2,2
389,99,48,2,5
390,31,19,4,0
391,50,65,3,3
392,44,89,5,3
393,55,6,2,0
394,50,16,0,5
395,52,65,5,0
396,100,85,2,0
397,69,66,5,3
398,58,96,3,1
399,34,20,4,3
400,29,65,4,3
401,70,85,3,2
402,34,23,3,1
403,81,62,0,5
404,72,94,4,2
405,45,95,5,4
406,5,82,2,0
407,84,83,1,2
408,38,48,5,5
409,2,61,1,5
410,35,97,5,0
411,77,44,1,2
412,37,70,5,4
413,69,19,5,1
414,51,33,2,1
415,8,67,0,0
416,52,89,2,1
417,91,31,1,3
418,8,10,1,0
419,82,21,2,3
420,46,58,4,0
421,32,99,4,1
422,72,36,5,5
423,100,55,4,1
424,55,8,0,0
425,62,1,3,1
426,72,10,2,1
427,24,75,2,2
428,19,81,0,3
429,33,85,2,0
430,39,48,3,2
431,35,48,4,2
432,70,70,1,4
433,78,26,3,2
434,61,80,3,1
435,57,12,2,1
436,47,57,3,5
437,75,1,0,4
438,72,11,2,2
439,24,25,3,3
440,84,94,1,5
441,59,39,2,2
442,66,46,5,3
443,27,31,5,3
444,46,6,2,1
445,98,50,5,5
446,86,20,0,1
447,95,3,4,2
448,2,82,5,5
449,97,100,1,4
450,34,9,1,0
451,20,89,4,0
452,91,88,3,4
453,19,65,0,3
454,94,5,2,4
455,20,70,2,4
456,94,36,1,4
457,16,67,4,5
458,23,44,1,0
459,63,67,1,5
460,16,81,0,0
461,85,82,3,3
462,63,57,2,3
463,56,40,5,3
464,21,62,3,3
465,70,33,0,4
466,22,64,1,5
467,37,77,2,4
468,74,86,2,3
469,60,26,1,2
470,36,39,1,0
471,69,33,5,0
472,93,37,5,2
473,63,5,0,2
474,67,40,5,0
475,84,18,3,4
476,83,15,2,2
477,42,12,4,0
478,51,87,1,0
479,36,83,2,0
480,10,47,3,4
481,88,11,4,1
482,43,19,5,4
483,0,39,3,1
484,72,9,2,0
485,44,43,1,4
486,39,51,2,4
487,9,25,4,2
488,26,16,1,4
489,37,51,4,0
490,37,15,0,4
491,11,70,0,0
492,30,31,3,1
493,91,94,2,4
494,18,28,4,0
495,29,36,4,5
496,5,22,3,0
497,69,96,4,5
498,66,9,5,4
499,57,96,3,0
500,21,95,0,5
501,91,87,4,2
502,57,30,0,0
503,64,10,5,1
504,94,57,1,1
505,12,19,3,3
506,21,57,3,3
507,28,34,4,3
508,89,92,0,0
509,8,56,1,4
510,13,62,0,4
511,18,59,2,5
512,16,35,0,3
513,91,53,0,0
514,51,72,2,5
515,23,29,3,2
516,1,94,3,4
517,43,69,4,5
518,78,36,5,2
519,96,20,1,1
520,34,73,2,5
521,74,91,4,4
522,19,79,2,4
523,26,12,4,3
524,18,44,0,2
525,76,75,2,4
526,80,41,4,0
527,38,85,4,0
528,52,77,4,5
529,40,22,3,0
530,74,75,4,0
531,24,73,0,5
532,100,53,4,4
533,32,13,3,0
534,6,11,2,5
535,60,81,0,3
536,93,86,1,0
537,39,49,4,2
538,38,71,0,1
539,52,20,0,1
540,79,40,4,2
541,75,81,1,3
542,63,76,5,0
543,38,15,3,2
544,57,27,1,2
545,61,65,5,0
546,20,41,2,2
547,78,11,5,5
548,64,38,0,4
549,83,58,4,5
550,6,72,0,3
551,62,5,3,3
552,54,67,4,3
553,68,93,0,0
554,44,48,5,0
555,77,9,2,3
556,97,68,4,2
557,89,6,1,5
558,73,68,1,2
559,92,88,0,1
560,17,9,5,1
561,13,90,3,0
562,58,23,4,5
563,81,75,4,2
564,90,67,3,3
565,76,56,2,5
566,33,47,4,1
567,71,100,4,2
568,98,67,0,2
569,42,75,3,0
570,5,97,0,5
571,13,74,1,3
572,55,92,0,4
573,14,27,3,2
574,74,6,0,1
575,23,70,3,4
576,38,70,0,3
577,29,70,1,0
578,17,27,2,1
579,9,47,1,2
580,79,60,0,4
581,98,56,5,3
582,5,40,3,2
583,33,69,0,0
584,67,59,1,4
585,87,80,2,0
586,55,54,4,4
587,78,81,0,3
588,62,55,2,3
589,27,30,5,3
590,73,18,2,0
591,27,14,3,2
592,35,54,0,4
593,9,11,3,5
594,41,42,0,2
595,46,41,0,5
596,0,4,5,2
597,58,43,4,3
598,62,13,3,4
599,85,88,3,4
600,48,63,0,2
601,51,86,0,2
602,67,9,5,1
603,73,92,2,0
604,38,54,2,1
605,25,92,2,1
606,27,29,4,2
607,54,64,0,3
608,20,84,1,0
609,28,91,0,5
610,14,47,5,3
611,23,96,2,1
612,8,6,1,4
613,11,46,0,3
614,93,0,1,1
615,5,3,3,3
616,60,17,2,3
617,39,17,2,3
618,42,63,0,0
619,45,70,5,1
620,92,90,2,0
621,10,13,1,5
622,37,21,2,0
623,50,54,3,1
624,40,10,3,2
625,59,32,0,1
626,43,93,1,1
627,4,44,4,5
628,25,34,4,0
629,5,13,5,5
630,99,99,2,1
631,72,64,1,0
632,67,58,3,1
633,2,90,0,1
634,94,100,3,0
635,56,16,1,0
636,13,46,0,3
637,13,40,1,5
638,25,62,4,5
639,96,94,3,2
640,64,68,1,5
641,48,53,0,4
642,0,5,1,4
643,15,94,5,5
644,63,31,3,3
645,11,52,3,2
646,86,4,2,3
647,77,25,1,3
648,81,26,4,2
649,81,70,3,0
650,99,96,4,1
651,86,46,5,4
652,74,93,0,2
653,93,96,4,4
654,47,30,4,3
655,84,23,0,4
656,94,67,2,2
657,53,75,0,5
658,89,86,2,4
659,85,85,4,0
660,6,15,0,4
661,94,87,1,1
662,70,21,2,0
663,58,70,5,3
664,51,93,5,0
665,32,58,3,4
666,4,71,5,1
667,25,77,2,5
668,9,33,0,4
669,29,54,0,5
670,91,91,5,5
671,100,28,5,1
672,99,1,0,3
673,94,35,1,4
674,35,36,4,4
675,10,39,5,0
676,36,65,2,0
677,70,73,4,4
678,1,28,0,2
679,4,83,1,4
680,90,37,5,5
681,33,71,4,1
682,74,86,2,0
683,96,69,4,0
684,39,36,0,2
685,38,6,3,3
686,52,13,5,2
687,99,59,1,5
688,17,98,2,5
689,97,11,4,2
690,25,42,0,0
691,79,30,5,1
692,61,11,2,1
693,5,47,4,4
694,1,27,4,1
695,10,1,5,5
696,23,7,2,2
697,84,8,3,0
698,74,33,4,0
699,42,96,5,1
700,30,62,5,4
701,27,61,3,2
702,25,78,0,4
703,39,61,2,0
704,90,64,4,0
705,81,19,0,3
706,47,30,4,5
707,36,47,1,2
708,46,96,2,4
709,48,34,2,0
710,23,28,2,1
711,45,95,5,0
712,82,45,0,5
713,74,58,3,2
714,29,88,2,2
715,83,15,5,1
716,99,77,3,4
717,21,34,2,3
718,15,36,1,5
719,81,23,4,2
720,9,36,4,5
721,85,88,5,3
722,86,79,1,0
723,15,80,5,2
724,29,94,4,2
725,82,31,4,3
726,43,13,5,3
727,14,30,4,5
728,38,50,5,2
729,91,69,2,1
730,86,35,5,0
